Intercept,crowd_pct_2,avg_clustering,gini_coefficient,avg_min_pathXcrowd_pct,project_age,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49
1.0,0.03844675124951941,0.2548036758563074,0.47204968944099374,0.3865546218487395,1696.0,0.02060297450926263,0.05290833715385139,-0.010452551646339929,0.08549867909572266,-0.08149234197043313,0.27510108906797326,-0.03210126482723669,-0.10898663208365532,0.2564856635567226,-0.048509002300384775,-0.04050832961822407,0.04576603315906396,-0.037228311998709324,-0.015115523571773832,0.019679542012212434,-0.007396994034100882,-0.04703615294449726,-0.10361599725833183,0.0022655771698741013,0.017436138075567074,0.021735148608172657,-0.0006055972346327928,-0.00038485816628074766,-0.0008334824279894565,-0.0017744307419431328,0.0011519552983316982,-0.001574320132871302,-0.0017769494870443238,-0.002184736562067035,-0.00025882838252410284,0.0036981547368895628,-0.0006505598619523344,0.000999263748994178,-0.0011809891280419834,0.001808570010405062,-0.0042994877554955475,-0.0136472311796323,-0.004525908167640625,0.009934260498102032,-0.006372310588701582,0.0030261586750652244,-0.0011391751029553375,-0.001232351155100704,-0.0017795716870099756,0.0030842484022573996,0.0022774832145756197,-0.001187906127647792,-0.0008115955763653023,0.0024866889448466045,-0.0029862151531932814
1.0,0.016562570888468808,0.644125535435185,0.616868530492062,0.28007361472855447,591.0,-0.05421195587151051,-0.047981339427270876,-0.045239154637550134,-0.026486351317771762,-0.026674278479619305,0.02997766821520318,-0.016214718961937484,-0.009964165004613626,-0.10677884157622006,-0.13168419101672318,-0.06154313882394424,-0.17028905187436397,-0.06366692989865272,-0.13760131381286908,-0.04270292008920328,0.024702085292715528,-0.04080634065097471,-0.0035763758242995797,-0.00031584374414231846,-0.017083790549879532,-0.01714674937164815,-0.013444860331317525,-0.010449723395023798,0.0008046165828350621,0.000698540658203405,0.0005227566376999631,-0.0014306563827057948,-0.003511351556044601,-0.0009329207277504847,-0.007968200794115797,-0.007387860085862898,-0.0015654167911488988,-0.0032350881820334613,-0.007434324348564106,-0.002826533981504088,-0.002285253050931519,-0.0022567422306101668,0.0015494636895885784,0.0003770740362322599,-0.00012985819600647513,-0.001720546597918806,0.0006984745762654679,0.000683133348298824,0.00019170196417578523,-0.0006332945458061907,0.001004632319154417,-0.0004768367455231195,-0.0009002562517711049,0.0011681870040259753,-0.0011640959773503135
1.0,0.01748514445734581,0.3045819851790001,0.5306799336650083,0.2596185114996019,2293.0,-0.07060067781219104,0.07364529141046959,-0.029041423787219682,-0.010511821151591738,0.09412519912195136,-0.0353266675283671,-0.00466471582782634,0.0030952833989330917,0.02376309029516282,-0.007783692618866456,-0.0032464083765249736,0.02913242374549506,0.0010132469040456966,0.01610027882436641,-0.001864782150365623,0.0063675724027837406,0.0038603415256269038,0.028918911020084537,-0.007336704083061454,0.00236851521845339,0.014956339932828695,-0.01974658868232168,-2.9051805482202103e-05,-0.003500597754155929,-0.0010976355031890412,0.0010795213220033903,0.003331551415618296,0.0017903537087556039,0.00017523315077467216,-0.0003205789170288083,0.00048491596129397014,0.0005205141623927993,-0.00040769724258969393,-8.576663896435027e-05,-2.362798390993748e-05,0.0003737295576420057,-0.00019836690668284304,-0.0007688015525547002,0.00016794307417943353,-0.0008374860737549703,-0.00016834499028071527,0.0009885346764208305,0.0007752574357283038,7.80516555235159e-05,4.939235015237565e-05,-0.0008011288477120608,-0.0006548375077898268,-0.00022796172861336967,-0.001117701565880763,-0.0006977878974850214
1.0,0.09812744955726521,0.7963823179027877,0.5504079254079254,0.6364645116229294,2107.0,0.053015992927363344,-0.03574965917875877,0.06879756665148369,0.0488234387585391,-0.004281462242440371,-0.04044850874347922,0.016720705311375338,-0.04917115993042489,-0.029359399855324635,-0.01893964541418707,-0.011016577250534582,0.032798540015467614,0.02214576951888583,0.00014186065008917493,-0.0041216430472963235,-0.02997818958678764,-0.019839033892579117,0.0286881970394472,-0.006930939764573483,0.0027034276213886515,-0.00625406444973342,-0.0002606374009524505,0.006514950933227959,-0.0006143573415673319,-0.0024501607191097395,0.0024627695947494286,-0.002622873079198494,0.00015626628997746856,-0.0009683365876598726,0.00030133519498469464,0.00138607903881934,-0.0001706087799663497,-0.0002101391253227802,-0.00047353665475489325,0.0004733482712512657,-0.0001141794039052521,-0.00034572112571105794,-0.0006604863150299523,-0.0004755923572771307,-0.0010107761900112525,-0.00023732810795246907,0.00014476959226426093,0.00021413411063939513,0.00023115248201826752,-0.000511577200947874,-0.0001942066331069749,0.0002462578446861883,0.0014841488161381631,0.0014546409564505723,-0.000714451294146232
1.0,0.03336043868976877,0.43083158133607463,0.5817871709306637,0.36327004057339957,1937.0,-0.1371655725962696,0.13693554114068004,0.06342067551343673,-0.1677376878410584,-0.04389678576436162,-0.046631993927308484,0.02688965433145174,-0.005898335191419238,0.010793124472728165,0.0013372177092553844,0.0023624091316952643,0.012978014214578608,0.007000595691963488,-0.007427510655241523,0.001874125890589476,0.003356680544036528,-0.00499888621187002,-0.006493452585930855,0.01017228186299006,0.008348688167118002,-0.006815902115693771,0.007273647264493973,0.009710952357172013,0.027429398993114855,0.00019082589622435115,-0.0003887965775520786,-0.006606879037528487,-0.005424378167384619,0.0002761795903799765,0.002775324520900368,-0.0004329649850341582,-0.0006210875491969987,-0.001337715263571266,-0.0002070212471034225,6.3780255583113e-05,3.697988937498697e-05,0.0002766835127534731,0.00034417374839288296,0.0002822894577448633,0.0004524768191024625,0.0005140083842550843,-0.0007154215930094465,-0.0014984054437018769,-0.0006685553517561363,-0.001145045623063714,0.0014471979781334066,0.001577775856583506,-0.0006661700456003148,0.00014578675538277585,0.0003739503095610875
1.0,0.5129656683710738,0.6297476354111673,0.6155369383092155,1.5901221519763895,3331.0,-0.012783140547909324,0.05307546232885058,-0.01011363498159491,0.1456170388264686,-0.08181374996117736,-0.0033560058002350896,-0.012736251579863439,-0.022167961560228714,0.06389599891733318,0.006985907066975096,-0.009353596754745083,-0.010347862681163217,-0.008073009917431003,0.006813539510474185,-0.011874451390563558,-0.0012689370748122505,-0.007826892714533558,-0.023035053109230295,-0.0015587459126512773,0.005978067025662774,0.0060331408174704405,-0.002747448680666691,0.024268820053074174,0.0003915796098367387,0.0033213341108390055,-0.0026028193894212614,0.0043100142272585965,-0.0017847292315898331,-0.0002490326295118619,-0.0005833743313993781,0.0018660080229237434,0.0006375513509843442,-0.0010560236010189832,-0.00045455537384630796,0.0012079870857881394,0.0012824128503181888,-0.0021480129670232335,-2.3712712534393676e-05,0.001204902820962352,-0.001468063361220711,0.0010550778985510512,-0.0004432706783168227,0.0009214779867408883,-0.00021796414630696209,0.00018179203905652514,-0.0006528677248983052,-0.00016444120459199106,-0.0009311093332731852,0.0007120199397458043,-0.00019595850045405356
1.0,0.27910288358846563,0.5117540861608004,0.5264506069718231,1.031877315413113,2230.0,-0.014016057407450424,-0.12403689393678768,-0.029008337490274573,-0.035864432595813775,0.04550748870427206,0.022960988751251576,-0.04407137514465174,-0.019198624090204244,0.08011936247405736,-0.010318772770184911,-0.018343296145525077,0.0069022179625032294,0.0021587620169843296,0.03739753504754497,-0.061289175174430444,0.0005975717077605571,-0.009986550078381725,-0.0025118760997926174,0.0014450419424971827,0.011768337345655341,0.007101842143295802,0.016014299075778636,-0.0025014132856381395,0.0010557163250852206,0.0017357301755176466,-0.0032631806622357325,0.002343718348920016,-0.002524083264501621,0.0038324086167139133,0.0028860163250798107,-0.00019254037309486113,-0.0015551517904917648,0.006646150128001802,-0.003685949344513918,-0.001685967922416688,-0.0010179220426145435,0.00045589104003791774,0.0005366066260047615,-0.0008748114840604361,0.0015058455200088643,0.00034747865608995566,0.00039396918415274116,0.0001722506108270204,0.0007407122017042859,0.0010390802464456212,-0.00022175400166977557,-0.0014476258038644595,-0.0012359329669144946,-4.479767559214379e-05,-0.0008204356850787238
1.0,0.008769476851489356,0.6672848713878472,0.6044694866350918,0.2102400476290454,640.0,-0.0010713087654995186,-0.08837178000515462,-0.09874857032045058,-0.027524821041774068,0.016557940766981572,0.015977144644061234,-0.0032403248514969625,0.008820221397718925,-0.019027339771299584,-0.060131691603289905,-0.04498577369645328,-0.03390168084086082,0.03334910208698631,0.03354040958194317,-0.015467518104881204,0.017771529020342063,0.019351469749433376,-0.010197237148863886,-0.008245724584929429,-0.001725170137272759,-0.0032658728791627968,0.008546604276932324,-0.0006754163435370236,0.0009078449649167893,0.0004096192622785308,0.0015045276376557553,-0.0015672756387754673,0.001232104564157549,-0.002812267286662958,-0.0002125043298558921,-9.171536852661133e-05,-0.0009279460813357625,-0.0023866325292055527,-0.0003460984026111671,-0.00018173658951750965,0.00043853423114307026,-0.0025546566410102486,0.0006139500278223911,0.001270366442551593,0.001261919609741931,1.0346671056512001e-05,0.001115616774770362,-0.00032004221340872774,0.0010265436133547925,0.0017057511182898455,9.765205811832861e-05,-0.0009725019520869839,0.0006345638494013692,8.698123321208861e-05,-0.000976811432594378
1.0,0.15311909262759926,0.6115804253128198,0.5115923009623797,0.76316595223515,2070.0,-0.012251857738949623,-0.12381618676816968,0.12739407372756434,0.01396088819779922,0.10540895952495587,0.0347445264976992,0.036005010817223904,-0.03030286524728974,0.005081238129347794,0.001083072899731931,-0.004459501971676711,0.013721464424184855,-0.004627456225005158,-0.016448459853871538,0.005221682525675846,0.02431128492676705,0.04098013729097093,0.049269134058696464,-0.03858122732669128,-0.02664511077749258,-0.022238839499600285,-0.007831491465970251,-0.005042219952320656,0.0006808433213849064,-0.0007517438869672889,-0.009343134568270347,0.0006900758923744413,-0.0015070907085212321,-2.363416753248111e-05,0.0014685271037515768,-0.0032678574943715032,0.001913565117538566,-0.0030773861704896668,0.0015640379148291112,0.0026055392555647296,0.0008152353822329227,-0.0010615729834428955,-0.0035443534939631734,0.001964083096050979,-0.001485166353832116,0.0005809448484704077,-0.0032812178144634393,0.0039626061474318346,0.004866642724641497,0.005442444180323067,-0.0014823829978336809,0.007566299391209014,0.00048020818372746107,0.005737657960024217,0.0017454029657695044
1.0,0.4121322969059594,0.6393339345237318,0.5553952563303353,1.5283512926046807,2811.0,0.1455337465903528,0.02889210743972308,-0.013676284892845458,-0.022308786346925437,-0.009509717120139078,0.008426548585903684,-0.004813011077073088,-0.01295697408040694,-0.04059712280146449,-0.0071708410159503815,-0.007820316633145329,0.06727998687647115,0.019311566080309713,-0.016840501488648824,-0.02057124945741633,-0.035888261602416135,-0.019574658940274336,0.00044630518332646786,-0.000733326427436121,0.013003823573110826,-0.004743641843865945,-0.0011814088291551823,-0.0012862242463495066,-0.0008905196530599168,-8.322306576797017e-05,-0.00043316716216386104,-0.0006548711532223043,0.0002568503814365538,-0.0013744762762303848,-0.0002618202994311029,-0.00013618679396528187,-0.0006896002912647391,-8.837311692841419e-05,0.00010193162239874635,-0.00046205662654308084,-0.000692194520633498,0.0003648143644569676,0.00014391501573549732,-0.00023406621033448126,7.227366722742983e-05,-0.0002344557445356878,-0.0002510730734726327,0.0013204812638705984,-0.0007722715064610332,0.001304126368989434,-0.0011041236774650212,0.0007122283284816807,-0.002371417580976762,-0.0005866983803775365,0.0017515141190163907
